order_id,order_ts,customer_id,product_id,quantity,discount,gross_sales,net_sales,cost,profit,channel,payment_method,campaign,order_status
104899,2024-11-27 11:00:00,2533,63,2,0.2,3749.92,2999.94,2037.5,962.44,Store,Bank Transfer,BackToOffice,completed
104900,2024-03-13 15:00:00,15740,33,8,0.1,11635.28,10471.75,5791.44,4680.31,Online,Bank Transfer,Festive,completed
104901,2024-12-13 09:00:00,9678,3,8,0.1,8603.52,7743.17,5656.96,2086.21,Online,UPI,BackToOffice,completed
104902,2024-04-22 15:00:00,15451,313,2,0.0,2030.24,2030.24,975.12,1055.12,Partner,Card,Summer,completed
104903,2024-08-17 03:00:00,3764,422,3,0.1,4551.03,4095.93,2496.27,1599.66,Online,Card,BackToOffice,completed
104904,2024-09-01 06:00:00,18816,209,7,0.15,4651.36,3953.66,2820.86,1132.8,Online,Card,BackToOffice,completed
104905,2025-04-21 00:00:00,19604,345,6,0.2,6215.4,4972.32,3332.4,1639.92,Partner,Wallet,Retention,completed
104906,2024-02-27 10:00:00,4643,346,4,0.1,4332.84,3899.56,2449.12,1450.44,Online,Card,NewYear,completed
104907,2024-12-14 14:00:00,16833,128,6,0.05,12113.34,11507.67,5917.86,5589.81,Marketplace,Card,Organic,completed
104908,2024-08-11 09:00:00,19573,183,6,0.0,3449.76,3449.76,1824.54,1625.22,Online,Card,BackToOffice,completed
104909,2024-04-07 12:00:00,1206,409,8,0.0,10522.72,10522.72,5365.28,5157.44,Partner,Card,NewYear,completed
104910,2025-05-11 20:00:00,15213,126,6,0.1,8691.66,7822.49,4376.46,3446.03,Online,Card,Retention,completed
104911,2024-02-08 23:00:00,6055,289,6,0.2,12160.92,9728.74,6025.62,3703.12,Online,UPI,Summer,completed
104912,2025-04-21 15:00:00,2373,80,6,0.05,2202.9,2092.75,1564.38,528.37,Online,UPI,Summer,completed
104913,2025-05-07 10:00:00,11857,34,1,0.05,2037.24,1935.38,1270.43,664.95,Marketplace,UPI,Festive,completed
104914,2024-01-08 22:00:00,10991,407,5,0.1,1524.4,1371.96,1082.6,289.36,Store,Card,Organic,completed
104915,2025-03-10 10:00:00,2883,260,2,0.1,1772.38,1595.14,1326.2,268.94,Online,Wallet,Organic,completed
104916,2024-07-23 13:00:00,2541,427,3,0.05,5780.19,5491.18,3563.13,1928.05,Online,Wallet,Retention,completed
104917,2025-04-07 03:00:00,8756,277,7,0.1,12409.39,11168.45,6517.35,4651.1,Store,Card,Retention,returned
104918,2024-03-09 01:00:00,1834,11,8,0.1,14117.2,0.0,10139.92,0.0,Marketplace,UPI,Summer,cancelled
104919,2024-05-02 07:00:00,5092,28,1,0.1,254.01,228.61,173.85,54.76,Online,Card,NewYear,completed
104920,2024-06-17 17:00:00,13909,275,3,0.0,6279.54,6279.54,3111.57,3167.97,Marketplace,Wallet,Summer,returned
104921,2024-07-20 21:00:00,19089,439,8,0.05,6484.08,6159.88,3828.64,2331.24,Online,Card,Summer,completed
104922,2025-04-20 02:00:00,7574,43,1,0.0,1746.26,1746.26,1197.54,548.72,Marketplace,Card,Organic,completed
104923,2025-02-28 13:00:00,4625,52,3,0.0,4028.31,4028.31,2791.89,1236.42,Store,Card,Retention,completed
104924,2024-09-21 06:00:00,1218,3,8,0.1,8603.52,7743.17,5656.96,2086.21,Store,Card,Organic,completed
104925,2024-04-21 13:00:00,16389,290,9,0.1,644.67,580.2,351.9,228.3,Online,UPI,BackToOffice,completed
104926,2024-03-11 20:00:00,5625,314,9,0.1,16864.11,15177.7,9467.73,5709.97,Store,Card,Festive,completed
104927,2024-07-11 16:00:00,17035,413,1,0.15,515.07,437.81,347.99,89.82,Partner,Card,NewYear,completed
104928,2024-06-10 14:00:00,13336,173,2,0.0,3911.28,3911.28,2786.84,1124.44,Online,UPI,NewYear,completed
104929,2024-09-30 01:00:00,17859,325,6,0.1,11490.18,10341.16,5973.36,4367.8,Online,UPI,BackToOffice,completed
104930,2025-05-23 09:00:00,2084,402,3,0.1,3722.88,3350.59,1887.51,1463.08,Online,Card,NewYear,completed
104931,2024-12-29 18:00:00,2516,407,4,0.0,1219.52,1219.52,866.08,353.44,Online,UPI,Retention,completed
104932,2024-02-01 15:00:00,16660,128,4,0.05,8075.56,7671.78,3945.24,3726.54,Online,Card,Organic,completed
104933,2024-02-01 09:00:00,11842,315,3,0.0,5222.1,5222.1,3936.6,1285.5,Marketplace,Card,Summer,completed
104934,2024-09-11 09:00:00,15228,203,8,0.15,10445.44,8878.62,7192.32,1686.3,Partner,Wallet,Summer,completed
104935,2024-10-06 10:00:00,15535,32,3,0.1,5556.96,5001.26,2925.27,2075.99,Marketplace,Bank Transfer,Festive,completed
104936,2024-04-17 22:00:00,6815,384,3,0.05,2030.19,1928.68,1246.11,682.57,Online,Card,Retention,completed
104937,2024-11-21 12:00:00,6242,14,6,0.2,1965.96,1572.77,1611.36,-38.59,Online,Card,BackToOffice,completed
104938,2025-02-21 12:00:00,1590,65,5,0.0,4420.45,4420.45,2035.9,2384.55,Store,Bank Transfer,NewYear,completed
104939,2024-06-14 04:00:00,1951,330,5,0.1,6493.7,5844.33,4505.2,1339.13,Partner,UPI,Summer,completed
104940,2024-08-05 14:00:00,3542,113,7,0.1,8582.98,0.0,4516.47,0.0,Online,Card,Organic,cancelled
104941,2025-01-05 08:00:00,12001,102,8,0.05,11639.28,11057.32,5967.12,5090.2,Partner,Card,NewYear,completed
104942,2024-11-06 12:00:00,5131,384,3,0.15,2030.19,1725.66,1246.11,479.55,Marketplace,Card,NewYear,completed
104943,2024-12-07 22:00:00,5405,53,9,0.1,19256.49,17330.84,15521.13,1809.71,Marketplace,UPI,Festive,completed
104944,2025-02-03 12:00:00,11309,371,5,0.05,8513.5,8087.82,4547.1,3540.72,Marketplace,Wallet,BackToOffice,completed
104945,2025-04-26 08:00:00,16231,141,5,0.05,1194.5,1134.77,698.7,436.07,Marketplace,Bank Transfer,Retention,completed
104946,2024-06-08 22:00:00,1845,160,7,0.05,2440.9,2318.86,1607.2,711.66,Store,Card,NewYear,completed
104947,2025-04-23 03:00:00,8568,209,7,0.0,4651.36,4651.36,2820.86,1830.5,Marketplace,Card,NewYear,completed
104948,2025-01-09 08:00:00,11822,108,9,0.05,4731.12,4494.56,2738.61,1755.95,Store,Bank Transfer,NewYear,completed
104949,2025-01-08 17:00:00,7669,324,2,0.0,4128.3,4128.3,1910.76,2217.54,Store,Card,Retention,completed
104950,2025-06-05 17:00:00,10025,363,6,0.0,1221.72,1221.72,966.36,255.36,Marketplace,Card,Festive,completed
104951,2025-01-22 14:00:00,8551,237,8,0.0,10971.84,10971.84,4975.68,5996.16,Store,Card,NewYear,completed
104952,2024-01-06 19:00:00,8508,255,6,0.0,1858.8,1858.8,926.64,932.16,Store,Wallet,Festive,completed
104953,2025-02-21 21:00:00,5445,245,8,0.1,6355.04,5719.54,4002.48,1717.06,Partner,Bank Transfer,Organic,completed
104954,2024-09-27 10:00:00,4268,32,5,0.05,9261.6,8798.52,4875.45,3923.07,Online,Card,NewYear,completed
104955,2024-04-07 10:00:00,13425,220,3,0.0,2157.96,2157.96,1524.15,633.81,Partner,Wallet,BackToOffice,completed
104956,2024-05-25 11:00:00,17792,126,9,0.1,13037.49,11733.74,6564.69,5169.05,Online,UPI,Summer,completed
104957,2024-06-30 10:00:00,8347,269,4,0.05,6865.12,6521.86,4305.44,2216.42,Online,Card,Retention,completed
104958,2024-08-19 15:00:00,2420,213,8,0.1,16521.04,14868.94,8806.24,6062.7,Online,Wallet,NewYear,completed
104959,2024-11-13 07:00:00,6112,283,6,0.1,12687.06,11418.35,6120.48,5297.87,Online,Card,NewYear,completed
104960,2024-10-19 15:00:00,4196,252,5,0.05,2104.7,1999.46,1684.85,314.61,Online,Wallet,Festive,completed
104961,2024-02-20 12:00:00,3041,172,7,0.0,5052.25,5052.25,3200.47,1851.78,Online,Bank Transfer,Retention,completed
104962,2024-08-31 01:00:00,10535,433,3,0.15,2911.59,2474.85,1759.23,715.62,Store,Wallet,NewYear,completed
104963,2024-04-24 01:00:00,1553,382,8,0.0,6921.12,6921.12,4629.04,2292.08,Store,Wallet,Festive,completed
104964,2024-07-06 22:00:00,15604,109,3,0.1,1335.87,1202.28,692.76,509.52,Online,Card,NewYear,completed
104965,2025-02-23 21:00:00,1245,235,8,0.0,16396.56,16396.56,9716.8,6679.76,Online,Wallet,Festive,completed
104966,2025-02-26 07:00:00,11998,1,9,0.05,17541.45,16664.38,10420.56,6243.82,Online,Card,Festive,completed
104967,2024-09-03 11:00:00,18581,139,7,,10559.5,10559.5,8479.31,2080.19,Online,Bank Transfer,Retention,completed
104968,2024-06-23 01:00:00,6757,9,3,0.1,3769.35,3392.42,2607.45,784.97,Marketplace,Card,Festive,completed
104969,2024-08-14 00:00:00,2798,294,9,0.05,12739.86,12102.87,9002.97,3099.9,Online,Wallet,Organic,completed
104970,2025-01-08 11:00:00,7567,429,6,0.05,8292.84,0.0,4200.48,0.0,Online,Card,Summer,cancelled
104971,2024-12-15 12:00:00,15686,263,4,0.0,4414.72,4414.72,2766.28,1648.44,Online,Card,Organic,returned
104972,2024-02-13 13:00:00,12318,63,8,0.1,14999.68,13499.71,8150.0,5349.71,Marketplace,Wallet,BackToOffice,completed
104973,2024-05-22 16:00:00,15783,239,4,0.1,7262.32,6536.09,3401.44,3134.65,Marketplace,Bank Transfer,Festive,completed
104974,2024-07-18 16:00:00,10920,310,2,0.1,2464.9,2218.41,1370.84,847.57,Online,Bank Transfer,BackToOffice,completed
104975,2024-03-03 00:00:00,557,17,6,0.05,5011.32,4760.75,2813.76,1946.99,Store,Bank Transfer,NewYear,completed
104976,2024-03-01 02:00:00,13967,303,9,0.1,8786.61,7907.95,7158.24,749.71,Online,Card,Summer,completed
104977,2024-11-30 21:00:00,9618,220,5,0.1,3596.6,3236.94,2540.25,696.69,Online,Card,Festive,completed
104978,2024-04-28 15:00:00,13006,191,5,0.2,1968.45,0.0,1479.1,0.0,Partner,Bank Transfer,Summer,cancelled
104979,2025-05-19 03:00:00,300,142,8,0.05,12220.4,11609.38,7192.48,4416.9,Online,Card,Retention,completed
104980,2024-10-16 15:00:00,1905,53,5,0.05,10698.05,10163.15,8622.85,1540.3,Partner,Card,Summer,completed
104981,2025-04-16 08:00:00,5645,117,9,0.1,4687.56,4218.8,3269.16,949.64,Online,UPI,Summer,completed
104982,2025-02-08 06:00:00,6813,74,1,0.1,913.21,821.89,580.38,241.51,Store,UPI,NewYear,completed
104983,2024-01-04 21:00:00,14752,285,6,0.1,3456.6,3110.94,2557.44,553.5,Store,Bank Transfer,Summer,completed
104984,2025-01-11 12:00:00,17168,184,3,0.05,2129.28,2022.82,1263.12,759.7,Online,Card,Retention,completed
104985,2024-06-01 15:00:00,1105,131,9,0.15,14364.36,12209.71,9109.8,3099.91,Marketplace,Wallet,Organic,completed
104986,2024-10-14 23:00:00,14811,275,7,0.1,14652.26,13187.03,7260.33,5926.7,Online,Card,Organic,completed
104987,2025-01-05 10:00:00,18365,356,7,0.15,10564.19,8979.56,5130.58,3848.98,Online,Bank Transfer,Festive,completed
104988,2024-09-10 18:00:00,1677,372,1,0.05,1133.89,1077.2,583.98,493.22,Store,Card,Retention,completed
104989,2024-05-18 08:00:00,9577,312,2,0.2,709.24,567.39,328.96,238.43,Partner,UPI,Retention,completed
104990,2025-03-10 05:00:00,9801,16,6,0.0,8008.44,8008.44,6420.78,1587.66,Marketplace,UPI,NewYear,completed
104991,2024-07-30 18:00:00,9221,402,1,0.1,1240.96,1116.86,629.17,487.69,Online,Card,Retention,completed
104992,2025-01-01 05:00:00,7884,173,9,0.1,17600.76,15840.68,12540.78,3299.9,Online,Card,Summer,completed
104993,2025-02-12 03:00:00,6384,108,3,0.0,1577.04,1577.04,912.87,664.17,Store,UPI,BackToOffice,completed
104994,2024-08-11 08:00:00,7005,38,9,0.05,16143.75,15336.56,10568.34,4768.22,Store,Card,Organic,completed
104995,2025-02-03 02:00:00,7735,429,6,0.05,8292.84,7878.2,4200.48,3677.72,Store,Card,NewYear,returned
104996,2024-04-11 21:00:00,2774,11,4,0.05,7058.6,6705.67,5069.96,1635.71,Online,UPI,BackToOffice,completed
104997,2025-01-23 12:00:00,5732,291,2,0.05,1234.3,1172.58,647.42,525.16,Online,UPI,Festive,completed
104998,2024-09-13 12:00:00,4058,66,4,0.15,408.32,347.07,253.08,93.99,Partner,Card,Retention,completed
104999,2024-12-26 15:00:00,10457,226,9,0.05,1157.13,1099.27,632.52,466.75,Store,Card,BackToOffice,completed
105000,2025-05-27 14:00:00,7601,450,7,0.1,12420.59,11178.53,5722.5,5456.03,Online,Card,NewYear,completed
105001,2024-07-04 07:00:00,4542,172,2,0.15,1443.5,1226.97,914.42,312.55,Online,UPI,Retention,completed
105002,2025-03-29 06:00:00,4340,448,9,0.15,15140.97,12869.82,7085.25,5784.57,Partner,UPI,BackToOffice,completed
105003,2024-06-17 10:00:00,8502,2,7,,7789.25,7399.79,5041.82,2357.97,Online,Card,Retention,completed
105004,2025-03-18 20:00:00,11908,170,5,0.05,5258.05,4995.15,2825.8,2169.35,Store,Wallet,BackToOffice,returned
105005,2025-01-08 10:00:00,12249,299,5,0.15,9563.75,8129.19,4640.55,3488.64,Online,Card,Retention,completed
105006,2025-02-09 21:00:00,8076,70,7,0.0,9958.06,9958.06,7594.02,2364.04,Online,Card,Organic,completed
105007,2024-04-18 22:00:00,13285,113,5,0.05,6130.7,5824.17,3226.05,2598.12,Online,Card,Retention,completed
105008,2025-04-30 09:00:00,7351,136,1,0.05,902.03,856.93,420.08,436.85,Online,Card,NewYear,completed
105009,2025-03-19 05:00:00,18612,202,8,0.1,3135.28,0.0,1577.68,0.0,Online,UPI,Retention,cancelled
105010,2024-04-11 00:00:00,11268,28,4,0.05,1016.04,965.24,695.4,269.84,Online,UPI,BackToOffice,completed
105011,2025-01-09 14:00:00,7081,296,3,0.1,4319.82,0.0,2480.16,0.0,Store,UPI,NewYear,cancelled
105012,2024-04-30 21:00:00,11960,286,9,0.15,12316.5,10469.02,9681.39,787.63,Online,Bank Transfer,BackToOffice,completed
105013,2024-05-10 14:00:00,14953,31,4,0.0,1024.12,1024.12,598.52,425.6,Online,Card,Festive,completed
105014,2024-02-10 10:00:00,10045,240,7,0.15,6833.05,5808.09,5137.93,670.16,Store,Card,NewYear,completed
105015,2025-04-30 16:00:00,1150,219,2,0.1,2315.96,2084.36,1542.46,541.9,Marketplace,Card,BackToOffice,completed
105016,2024-06-12 08:00:00,3878,346,4,0.1,4332.84,3899.56,2449.12,1450.44,Online,Wallet,NewYear,completed
105017,2024-04-22 10:00:00,13277,422,5,0.05,7585.05,7205.8,4160.45,3045.35,Online,Wallet,BackToOffice,completed
105018,2024-07-02 18:00:00,6327,225,2,0.05,3726.42,3540.1,2266.94,1273.16,Store,UPI,Festive,completed
105019,2025-05-21 02:00:00,11800,161,1,0.0,2084.11,2084.11,1193.86,890.25,Store,Card,BackToOffice,completed
105020,2024-03-06 06:00:00,668,74,4,0.1,3652.84,3287.56,2321.52,966.04,Online,UPI,Retention,completed
105021,2025-01-30 02:00:00,17131,190,9,0.05,14665.5,13932.22,7257.69,6674.53,Online,Bank Transfer,Organic,completed
105022,2024-10-30 15:00:00,5043,78,2,0.1,2411.66,2170.49,1831.18,339.31,Online,Card,Festive,completed
105023,2025-01-28 10:00:00,15616,196,7,0.0,13291.88,13291.88,10751.37,2540.51,Store,Wallet,Summer,returned
105024,2025-06-27 15:00:00,8479,294,2,0.05,2831.08,2689.53,2000.66,688.87,Partner,Card,Summer,completed
105025,2024-03-08 14:00:00,19009,292,7,0.05,6917.61,6571.73,5013.82,1557.91,Partner,Bank Transfer,Festive,completed
105026,2024-05-11 01:00:00,5999,266,4,0.0,2448.24,2448.24,1770.24,678.0,Online,Card,BackToOffice,completed
105027,2024-07-06 11:00:00,10441,220,5,0.15,3596.6,3057.11,2540.25,516.86,Online,Card,BackToOffice,completed
105028,2024-02-14 15:00:00,18930,136,2,0.0,1804.06,1804.06,840.16,963.9,Store,UPI,Retention,completed
105029,2024-01-04 04:00:00,1334,361,6,0.2,933.42,746.74,513.3,233.44,Online,Bank Transfer,Summer,completed
105030,2024-08-20 09:00:00,11649,410,6,0.05,12548.04,11920.64,7115.7,4804.94,Store,Bank Transfer,Festive,completed
105031,2024-11-04 08:00:00,12724,342,9,0.05,19382.94,18413.79,12631.5,5782.29,Online,UPI,NewYear,completed
105032,2025-06-10 12:00:00,12836,178,2,0.1,4101.92,3691.73,2033.66,1658.07,Store,UPI,Organic,completed
105033,2024-02-23 09:00:00,5676,356,7,0.0,10564.19,10564.19,5130.58,5433.61,Online,UPI,NewYear,returned
105034,2025-03-18 14:00:00,7404,175,2,0.1,629.5,566.55,421.62,144.93,Marketplace,Card,Retention,completed
105035,2024-08-09 15:00:00,7740,274,5,0.1,2916.1,2624.49,2029.0,595.49,Partner,Wallet,Organic,completed
105036,2024-11-11 09:00:00,10850,279,3,0.1,2893.59,2604.23,2150.61,453.62,Partner,UPI,BackToOffice,completed
105037,2024-07-08 00:00:00,11420,60,1,0.0,1227.06,1227.06,633.98,593.08,Store,UPI,Summer,completed
105038,2024-01-05 17:00:00,14557,89,1,0.0,1267.26,1267.26,886.34,380.92,Partner,Card,BackToOffice,completed
105039,2024-04-19 22:00:00,3402,118,5,0.0,4120.7,4120.7,2730.1,1390.6,Marketplace,Card,BackToOffice,completed
105040,2024-04-20 01:00:00,3418,349,8,0.0,11194.72,11194.72,7887.68,3307.04,Online,Card,Retention,completed
105041,2024-07-01 18:00:00,370,330,7,0.1,9091.18,8182.06,6307.28,1874.78,Marketplace,Bank Transfer,Summer,completed
105042,2024-06-05 05:00:00,9824,164,7,0.05,1332.87,1266.23,680.75,585.48,Store,UPI,Summer,completed
105043,2024-01-21 20:00:00,8869,319,4,0.0,6664.6,6664.6,3294.64,3369.96,Online,Wallet,Festive,completed
105044,2024-06-21 08:00:00,3314,308,3,0.0,5829.45,5829.45,3501.39,2328.06,Marketplace,Card,BackToOffice,completed
105045,2024-09-17 23:00:00,18657,51,9,0.05,12574.26,11945.55,6592.59,5352.96,Online,Bank Transfer,Summer,completed
105046,2024-08-23 09:00:00,17071,25,3,0.05,5183.55,4924.37,3670.62,1253.75,Store,Card,BackToOffice,completed
105047,2024-10-14 23:00:00,12405,38,3,0.05,5381.25,5112.19,3522.78,1589.41,Marketplace,Card,BackToOffice,completed
105048,2025-01-15 19:00:00,14401,26,1,0.05,392.08,372.48,205.91,166.57,Store,Card,Organic,completed
105049,2025-03-01 18:00:00,15262,361,3,0.0,466.71,466.71,256.65,210.06,Online,Wallet,Summer,completed
105050,2024-06-14 20:00:00,8899,393,1,0.0,2006.83,2006.83,1311.9,694.93,Store,Card,Organic,completed
105051,2024-01-25 20:00:00,17578,98,8,0.0,8148.4,8148.4,3758.24,4390.16,Store,UPI,Summer,completed
105052,2024-07-17 21:00:00,18582,190,1,0.0,1629.5,0.0,806.41,0.0,Online,UPI,Organic,cancelled
105053,2024-03-12 19:00:00,12574,239,9,0.05,16340.22,15523.21,7653.24,7869.97,Store,Wallet,Retention,completed
105054,2024-04-09 14:00:00,6637,357,8,0.2,15212.72,12170.18,8156.16,4014.02,Store,UPI,Festive,completed
105055,2024-03-27 00:00:00,335,210,2,0.05,2428.44,2307.02,1539.32,767.7,Partner,Wallet,Festive,completed
105056,2025-03-11 15:00:00,8072,260,6,0.1,5317.14,4785.43,3978.6,806.83,Store,UPI,Retention,completed
105057,2025-02-06 11:00:00,12026,104,2,0.05,1074.98,1021.23,855.12,166.11,Marketplace,Card,Retention,completed
105058,2024-03-23 05:00:00,3613,204,2,0.05,3640.36,3458.34,2981.84,476.5,Online,Card,NewYear,completed
105059,2025-04-12 09:00:00,9464,288,8,0.1,17445.28,15700.75,13632.32,2068.43,Online,Card,Festive,completed
105060,2025-03-18 21:00:00,12723,142,1,0.0,1527.55,1527.55,899.06,628.49,Marketplace,Card,NewYear,completed
105061,2024-09-29 05:00:00,12841,358,9,0.0,17618.04,17618.04,12531.87,5086.17,Online,Card,Retention,completed
105062,2024-11-22 08:00:00,11441,55,3,0.15,798.6,678.81,398.64,280.17,Online,Card,BackToOffice,completed
105063,2025-02-18 09:00:00,8263,19,7,0.0,8217.16,8217.16,5143.39,3073.77,Store,UPI,Summer,completed
105064,2024-04-20 14:00:00,11378,143,9,0.15,6240.96,5304.82,3423.78,1881.04,Online,Bank Transfer,Retention,completed
105065,2025-02-15 05:00:00,11196,141,2,0.1,477.8,0.0,279.48,0.0,Marketplace,Card,Festive,cancelled
105066,2024-01-09 00:00:00,15448,285,4,0.15,2304.4,1958.74,1704.96,253.78,Partner,UPI,Festive,completed
105067,2024-05-07 18:00:00,3458,228,1,0.1,1350.72,1215.65,862.6,353.05,Store,Card,Festive,completed
105068,2025-01-21 23:00:00,8137,324,1,0.1,2064.15,1857.74,955.38,902.36,Store,Card,Organic,completed
105069,2024-08-31 02:00:00,11830,413,2,0.15,1030.14,875.62,695.98,179.64,Store,Bank Transfer,BackToOffice,completed
105070,2024-05-10 13:00:00,12397,252,3,0.1,1262.82,1136.54,1010.91,125.63,Online,Card,Festive,completed
105071,2025-06-13 20:00:00,18984,309,2,0.1,876.38,0.0,604.08,0.0,Store,Wallet,Retention,cancelled
105072,2025-04-17 14:00:00,11040,397,4,0.0,8339.52,8339.52,5905.48,2434.04,Online,Bank Transfer,NewYear,completed
105073,2024-04-20 22:00:00,6639,373,5,0.0,4586.3,4586.3,3375.1,1211.2,Partner,Bank Transfer,Summer,completed
105074,2024-05-30 02:00:00,12283,9,7,0.05,8795.15,8355.39,6084.05,2271.34,Store,Card,NewYear,completed
105075,2024-01-13 10:00:00,4598,446,8,0.15,7010.72,5959.11,4201.12,1757.99,Online,UPI,Festive,returned
105076,2025-02-04 07:00:00,1400,271,5,0.1,10142.7,9128.43,6288.6,2839.83,Store,Card,BackToOffice,completed
105077,2024-02-26 00:00:00,6365,264,6,0.05,9569.28,9090.82,5538.24,3552.58,Store,UPI,Retention,completed
105078,2024-12-20 22:00:00,14133,207,8,0.05,1834.16,1742.45,1161.44,581.01,Store,UPI,Organic,completed
105079,2025-04-23 05:00:00,13353,177,3,0.1,4285.74,3857.17,2841.0,1016.17,Online,Wallet,BackToOffice,completed
105080,2024-02-15 04:00:00,6859,393,3,0.05,6020.49,5719.47,3935.7,1783.77,Store,Card,BackToOffice,completed
105081,2024-10-29 01:00:00,9388,246,9,0.0,4744.35,4744.35,3682.98,1061.37,Marketplace,Wallet,NewYear,completed
105082,2024-09-11 01:00:00,5060,414,9,0.05,8385.21,7965.95,6037.56,1928.39,Marketplace,Card,BackToOffice,completed
105083,2024-04-28 21:00:00,16158,231,7,0.05,5620.16,5339.15,3355.31,1983.84,Store,Wallet,Retention,completed
105084,2025-05-28 09:00:00,5435,57,9,0.15,17358.39,14754.63,12692.7,2061.93,Store,Wallet,BackToOffice,completed
105085,2025-01-28 17:00:00,16103,55,3,0.1,798.6,718.74,398.64,320.1,Online,Card,Summer,completed
105086,2025-06-08 02:00:00,7560,230,1,0.15,770.95,655.31,438.16,217.15,Online,Card,Summer,completed
105087,2024-12-25 06:00:00,3913,88,9,0.0,15166.71,15166.71,8753.22,6413.49,Online,Card,Festive,completed
105088,2024-04-05 10:00:00,9834,97,8,0.05,12253.92,11641.22,6405.6,5235.62,Store,Card,Organic,completed
105089,2024-12-20 11:00:00,15243,313,6,0.05,6090.72,5786.18,2925.36,2860.82,Partner,Card,Retention,completed
105090,2024-08-26 13:00:00,2409,234,4,0.1,1624.68,1462.21,910.88,551.33,Marketplace,Card,Retention,returned
105091,2024-03-02 21:00:00,4085,36,3,0.15,4954.65,4211.45,2350.8,1860.65,Store,Card,NewYear,completed
105092,2024-04-19 06:00:00,17803,7,2,0.05,1886.52,1792.19,1425.88,366.31,Online,Card,Summer,completed
105093,2024-05-30 22:00:00,10076,448,4,0.05,6729.32,6392.85,3149.0,3243.85,Online,Wallet,Organic,completed
105094,2024-04-05 13:00:00,16019,232,2,0.0,4334.04,4334.04,3437.62,896.42,Marketplace,Card,Organic,completed
105095,2024-12-14 10:00:00,5920,64,4,0.0,8383.16,8383.16,6190.04,2193.12,Online,Card,BackToOffice,completed
105096,2025-05-15 05:00:00,10418,340,2,0.2,2510.9,2008.72,1339.9,668.82,Store,Card,Retention,completed
105097,2024-06-26 22:00:00,16523,441,3,0.0,3505.86,3505.86,1863.81,1642.05,Online,Card,BackToOffice,completed
105098,2025-03-28 04:00:00,4013,10,2,0.05,1881.04,1786.99,1476.04,310.95,Store,UPI,BackToOffice,completed
105099,2024-11-27 01:00:00,14820,166,5,0.0,2507.1,2507.1,1326.05,1181.05,Online,Wallet,Summer,completed
105100,2025-04-07 15:00:00,1317,248,3,0.05,2902.29,2757.18,1813.65,943.53,Online,Card,Summer,completed
105101,2025-03-08 16:00:00,5159,86,1,0.05,311.39,295.82,190.71,105.11,Store,UPI,BackToOffice,completed
105102,2024-06-22 05:00:00,6657,169,9,0.0,3338.37,3338.37,2428.02,910.35,Online,Bank Transfer,Festive,completed
105103,2024-12-05 08:00:00,2940,132,9,0.1,10439.73,9395.76,6324.75,3071.01,Store,Bank Transfer,BackToOffice,completed
105104,2024-08-23 08:00:00,18784,310,8,0.15,9859.6,8380.66,5483.36,2897.3,Store,Wallet,Summer,completed
105105,2024-01-02 12:00:00,2362,341,1,0.05,719.13,683.17,581.49,101.68,Store,Bank Transfer,Retention,completed
105106,2025-03-02 22:00:00,7773,9,5,0.0,6282.25,6282.25,4345.75,1936.5,Online,Card,NewYear,completed
105107,2025-01-08 06:00:00,17317,104,8,0.1,4299.92,3869.93,3420.48,449.45,Online,Card,Summer,completed
105108,2024-09-07 01:00:00,7755,150,4,0.0,6639.92,6639.92,4568.92,2071.0,Store,Card,Festive,completed
105109,2025-03-27 11:00:00,2121,339,7,0.15,13172.53,0.0,6207.18,0.0,Store,Card,BackToOffice,cancelled
105110,2024-02-19 08:00:00,16236,381,6,0.0,9890.28,9890.28,6342.9,3547.38,Store,Card,Festive,completed
105111,2024-04-24 10:00:00,12072,449,9,0.0,18293.94,18293.94,10184.13,8109.81,Online,UPI,BackToOffice,completed
105112,2025-03-05 23:00:00,18849,231,4,0.05,3211.52,3050.94,1917.32,1133.62,Online,Card,Retention,completed
105113,2024-11-06 21:00:00,16187,450,8,0.05,14194.96,13485.21,6540.0,6945.21,Online,Bank Transfer,NewYear,completed
105114,2025-01-16 15:00:00,4179,384,3,0.0,2030.19,2030.19,1246.11,784.08,Marketplace,Wallet,Festive,completed
105115,2025-02-04 21:00:00,19883,350,2,0.1,485.98,437.38,374.84,62.54,Online,UPI,Festive,completed
105116,2024-02-08 18:00:00,3429,398,7,0.1,292.46,0.0,216.09,0.0,Store,UPI,Festive,cancelled
105117,2024-02-23 02:00:00,7910,36,1,0.05,1651.55,1568.97,783.6,785.37,Marketplace,Card,Retention,completed
105118,2024-08-16 17:00:00,17511,353,8,0.05,14448.32,13725.9,8484.24,5241.66,Online,Bank Transfer,NewYear,completed
105119,2024-12-14 15:00:00,16756,216,1,0.15,1037.09,881.53,743.47,138.06,Online,UPI,Organic,completed
105120,2025-02-13 00:00:00,8435,449,8,0.05,16261.28,15448.22,9052.56,6395.66,Partner,Card,Festive,returned
105121,2025-04-26 11:00:00,16595,303,2,0.1,1952.58,1757.32,1590.72,166.6,Online,Card,BackToOffice,completed
105122,2024-12-28 01:00:00,741,9,1,0.05,1256.45,1193.63,869.15,324.48,Store,Card,Retention,completed
105123,2024-09-23 08:00:00,5561,85,3,0.05,3155.7,2997.92,1724.13,1273.79,Store,Card,NewYear,completed
105124,2024-12-08 15:00:00,10169,328,2,0.05,1952.14,1854.53,1158.44,696.09,Online,Card,NewYear,completed
